query,expected_answer,generated_answer,cosine_similarity,result,cosine_check,expected_check
"I have symptoms such as burning micturition, itching, skin rash, stomach pain. What the name of the disease?",Drug Reaction,Jaundice,0.0,False,False,False
"I have symptoms such as abdominal pain, distention of abdomen, fluid overload, history of alcohol consumption, swelling of stomach, vomiting. What the name of the disease?",Alcoholic hepatitis,Alcoholic Hepatitis,1.0000000000000002,True,True,True
"I have symptoms such as spotting urination, itching, stomach pain, burning micturition. What the name of the disease?",Drug Reaction,Urinary tract infection,0.0,False,False,False
"I have symptoms such as dizziness, neck pain, loss of balance, back pain. What the name of the disease?",Cervical spondylosis,Cervical spondylose,0.33609692727625756,False,False,False
"I have symptoms such as headache, sweating, high fever, muscle pain, nausea, vomiting. What the name of the disease?",Malaria,Dengue,0.0,False,False,False
"I have symptoms such as increased appetite, polyuria, obesity, irregular sugar level, lethargy, excessive hunger, weight loss, blurred and distorted vision, restlessness. What the name of the disease?",Diabetes,Diabetes,1.0,True,True,True
"I have symptoms such as passage of gases, indigestion, vomiting, loss of appetite, abdominal pain. What the name of the disease?",Peptic ulcer disease,GERD,0.0,False,False,False
What is the description of the disease Chicken pox?,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",highly contagious,0.186810999052147,False,False,False
"What is the disease name based on this description: an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.?",Dengue,Dengue fever,0.5797386715376658,True,False,True
What is the description of the disease Jaundice?,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",morbus regius,0.19360324687858613,False,False,False
"I have symptoms such as high fever, patches in throat. What the name of the disease?",AIDS,Common Cold,0.0,False,False,False
"I have symptoms such as sweating, breathlessness, fast heart rate, rusty sputum, malaise, high fever, chest pain, phlegm. What the name of the disease?",Pneumonia,Pneumonia,1.0,True,True,True
What is the description of the disease Diabetes?,"Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.",blood sugar,0.3305658024333395,False,False,False
"I have symptoms such as chest pain, chills, cough, fast heart rate, fatigue, high fever, malaise, phlegm, rusty sputum, sweating. What the name of the disease?",Pneumonia,Pneumonia,1.0,True,True,True
"I have symptoms such as mood swings, irritability, abnormal menstruation, fast heart rate, restlessness, fatigue, excessive hunger, weight loss, muscle weakness. What the name of the disease?",Hyperthyroidism,Hyperthyroidism,1.0,True,True,True
"I have symptoms such as nodal skin eruptions, itching. What the name of the disease?",Fungal infection,Acne vulgaris,0.0,False,False,False
"I have symptoms such as abdominal pain, acute liver failure, coma, fatigue, high fever, joint pain, loss of appetite, nausea, stomach bleeding, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis E,Hepatitis E,1.0,True,True,True
"I have symptoms such as swelling joints, knee pain, neck pain, joint pain, painful walking. What the name of the disease?",Osteoarthristis,Arthritis,0.0,False,False,False
"I have symptoms such as abdominal pain, dark urine, fatigue, joint pain, loss of appetite, nausea, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis D,Jaundice,0.0,False,False,False
What is the description of the disease Hepatitis D?,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",hepatitis delta virus,0.3892839743600237,False,False,False
"I have symptoms such as constipation, irritation in anus, pain during bowel movements, pain in anal region. What the name of the disease?",Dimorphic hemorrhoids(piles),Urinary tract infection,0.0,False,False,False
"I have symptoms such as obesity, polyuria, excessive hunger, irregular sugar level, fatigue, lethargy, weight loss, blurred and distorted vision, increased appetite. What the name of the disease?",Diabetes,Diabetes,1.0,True,True,True
"What is the disease name based on this description: The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.?",Heart attack,Heart attack,1.0000000000000002,True,True,True
"I have symptoms such as loss of balance, nausea, spinning movements, unsteadiness, vomiting. What the name of the disease?",(vertigo) Paroymsal  Positional Vertigo,(vertigo) Paroymsal Positional Vertigo,1.0000000000000002,True,True,True
"I have symptoms such as abdominal pain, fatigue, dark urine, weight loss, high fever. What the name of the disease?",Jaundice,hepatitis A,0.0,False,False,False
"I have symptoms such as chills, headache, high fever, muscle pain, nausea, sweating, vomiting. What the name of the disease?",Malaria,Dengue,0.0,False,False,False
"I have symptoms such as fatigue, headache, itching, lethargy, loss of appetite, malaise, mild fever, red spots over body, skin rash, swelled lymph nodes. What the name of the disease?",Chicken pox,Chicken pox,1.0000000000000002,True,True,True
"I have symptoms such as obesity, bruising, swollen blood vessels, fatigue, cramps, prominent veins on calf. What the name of the disease?",Varicose veins,Varicose veins,1.0000000000000002,True,True,True
"I have symptoms such as breathlessness, chest pain, cough, fast heart rate, fatigue, high fever, malaise, phlegm, rusty sputum, sweating. What the name of the disease?",Pneumonia,Pneumonia,1.0,True,True,True
"I have symptoms such as anxiety, blurred and distorted vision, drying and tingling lips, excessive hunger, fatigue, headache, irritability, nausea, palpitations, slurred speech, vomiting. What the name of the disease?",Hypoglycemia,Hypoglycemia,1.0,True,True,True
"I have symptoms such as abdominal pain, dark urine, fatigue, high fever, itching, vomiting, weight loss, yellowish skin. What the name of the disease?",Jaundice,Jaundice,1.0,True,True,True
"I have symptoms such as chills, continuous sneezing, shivering. What the name of the disease?",Allergy,Common Cold,0.0,False,False,False
"I have symptoms such as altered sensorium, vomiting, weakness of one body side. What the name of the disease?",Paralysis (brain hemorrhage),Gastroenteritis,0.0,False,False,False
"I have symptoms such as belly pain, toxic look (typhos), chills, fatigue, vomiting, constipation, high fever, abdominal pain, headache. What the name of the disease?",Typhoid,Typhoid,1.0,True,True,True
"I have symptoms such as chills, shivering. What the name of the disease?",Allergy,Common Cold,0.0,False,False,False
"I have symptoms such as constipation, chills, belly pain, abdominal pain, headache, high fever, vomiting, nausea, fatigue. What the name of the disease?",Typhoid,Typhoid,1.0,True,True,True
What is the description of the disease Varicose veins?,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.","bulging, blue blood vessel",0.32624800894248274,False,False,False
"I have symptoms such as malaise, yellow urine, fatigue, abdominal pain, yellowish skin, receiving blood transfusion, itching, yellowing of eyes, lethargy. What the name of the disease?",Hepatitis B,Jaundice,0.0,False,False,False
"I have symptoms such as chest pain, chills, congestion, continuous sneezing, cough, fatigue, headache, high fever, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, throat irritation. What the name of the disease?",Common Cold,Common Cold,1.0000000000000002,True,True,True
"I have symptoms such as abdominal pain, dark urine, diarrhea, joint pain, loss of appetite, mild fever, muscle pain, nausea, vomiting, yellowing of eyes. What the name of the disease?",hepatitis A,Jaundice,0.0,False,False,False
"I have symptoms such as burning micturition, itching, skin rash, spotting urination, stomach pain. What the name of the disease?",Drug Reaction,Urinary tract infection,0.0,False,False,False
"I have symptoms such as blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, obesity, polyuria, restlessness, weight loss. What the name of the disease?",Diabetes,Diabetes,1.0,True,True,True
"I have symptoms such as extra marital contacts, high fever, patches in throat. What the name of the disease?",AIDS,AIDS,1.0,True,True,True
"I have symptoms such as acidity, blurred and distorted vision, depression, excessive hunger, headache, indigestion, stiff neck, visual disturbances. What the name of the disease?",Migraine,Migraine,1.0,True,True,True
"I have symptoms such as abdominal pain, dark urine, fatigue, joint pain, loss of appetite, nausea, vomiting, yellowing of eyes. What the name of the disease?",Hepatitis D,Jaundice,0.0,False,False,False
"I have symptoms such as breathlessness, chest pain, chills, cough, fast heart rate, fatigue, malaise, phlegm, rusty sputum, sweating. What the name of the disease?",Pneumonia,Pneumonia,1.0,True,True,True
"I have symptoms such as phlegm, fatigue, rusty sputum, malaise, chest pain, fast heart rate, chills, high fever, sweating, cough. What the name of the disease?",Pneumonia,Pneumonia,1.0,True,True,True
"I have symptoms such as chest pain, dizziness, headache, loss of balance. What the name of the disease?",Hypertension,Hypertension,1.0,True,True,True
"I have symptoms such as acidity, chest pain, cough, stomach pain, vomiting. What the name of the disease?",GERD,GERD,1.0,True,True,True
"I have symptoms such as continuous feel of urine, bladder discomfort, burning micturition. What the name of the disease?",Urinary tract infection,Urinary tract infection,1.0000000000000002,True,True,True
"I have symptoms such as yellowing of eyes, nausea, coma, loss of appetite, joint pain, stomach bleeding, yellowish skin, high fever, dark urine, vomiting, abdominal pain, acute liver failure. What the name of the disease?",Hepatitis E,Hepatitis B,1.0,True,True,False
"I have symptoms such as abdominal pain, acute liver failure, coma, dark urine, fatigue, joint pain, loss of appetite, nausea, stomach bleeding, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis E,Hepatitis E,1.0,True,True,True
"I have symptoms such as hip joint pain, joint pain, knee pain, neck pain, painful walking. What the name of the disease?",Osteoarthristis,Osteoarthristis,1.0,True,True,True
What is the description of the disease hepatitis A?,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,highly contagious liver infection,0.3590458029841373,False,False,False
"I have symptoms such as yellowing of eyes, loss of appetite, muscle pain, abdominal pain, joint pain, yellowish skin, diarrhea, vomiting. What the name of the disease?",hepatitis A,Jaundice,0.0,False,False,False
"I have symptoms such as abdominal pain, loss of appetite, nausea, yellowish skin, itching, yellowing of eyes. What the name of the disease?",Chronic cholestasis,Jaundice,0.0,False,False,False
"I have symptoms such as phlegm, loss of smell, cough, swelled lymph nodes, chest pain, redness of eyes, headache, throat irritation, congestion, sinus pressure, continuous sneezing, malaise. What the name of the disease?",Common Cold,Pneumonia,0.0,False,False,False
"I have symptoms such as abdominal pain, acute liver failure, coma, dark urine, fatigue, high fever, joint pain, loss of appetite, nausea, stomach bleeding, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis E,Hepatitis E,1.0,True,True,True
"I have symptoms such as mucoid sputum, breathlessness, cough, family history, high fever. What the name of the disease?",Bronchial Asthma,Bronchial Asthma,1.0000000000000002,True,True,True
"I have symptoms such as swelling joints, muscle weakness, movement stiffness. What the name of the disease?",Arthritis,Arthritis,1.0,True,True,True
"I have symptoms such as back pain, dizziness, neck pain, weakness in limbs. What the name of the disease?",Cervical spondylosis,Cervical spondylosis,1.0000000000000002,True,True,True
"I have symptoms such as breathlessness, mucoid sputum, high fever, cough, fatigue, family history. What the name of the disease?",Bronchial Asthma,Bronchial Asthma,1.0000000000000002,True,True,True
What is the description of the disease Psoriasis?,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",common skin disorder,0.23492343931930454,False,False,False
"I have symptoms such as dizziness, loss of balance, lack of concentration, headache. What the name of the disease?",Hypertension,Hypoglycemia,0.0,False,False,False
"I have symptoms such as acidity, blurred and distorted vision, depression, excessive hunger, headache, indigestion, irritability, visual disturbances. What the name of the disease?",Migraine,Diabetes,0.0,False,False,False
"I have symptoms such as abdominal pain, itching, loss of appetite, nausea, yellowing of eyes, yellowish skin. What the name of the disease?",Chronic cholestasis,Jaundice,0.0,False,False,False
"I have symptoms such as acidity, chest pain, stomach pain, ulcers on tongue, vomiting. What the name of the disease?",GERD,GERD,1.0,True,True,True
What is the description of the disease Bronchial Asthma?,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",chronic,0.12882067251476306,False,False,False
"I have symptoms such as bruising, cramps, fatigue, obesity, prominent veins on calf, swollen legs. What the name of the disease?",Varicose veins,Varicose veins,1.0000000000000002,True,True,True
"I have symptoms such as sweating, vomiting, palpitations, excessive hunger, slurred speech, drying and tingling lips, blurred and distorted vision, fatigue, headache, anxiety. What the name of the disease?",Hypoglycemia,Hypoglycemia,1.0,True,True,True
"I have symptoms such as movement stiffness, muscle weakness, painful walking, stiff neck. What the name of the disease?",Arthritis,Arthritis,1.0,True,True,True
What is the disease name based on this description: Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.?,hepatitis A,hepatitis A,1.0,True,True,True
What is the description of the disease Pneumonia?,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",infection in one or both lungs,0.4191697317925441,False,False,False
"I have symptoms such as abdominal pain, dark urine, diarrhea, joint pain, mild fever, muscle pain, nausea, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",hepatitis A,Jaundice,0.0,False,False,False
What is the description of the disease Malaria?,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,Falciparum malaria,0.24395572500006346,False,False,False
"What is the disease name based on this description: A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.?",Varicose veins,Varicose veins,1.0000000000000002,True,True,True
"I have symptoms such as abdominal pain, indigestion, internal itching, loss of appetite, vomiting. What the name of the disease?",Peptic ulcer disease,Gastroenteritis,0.0,False,False,False
"I have symptoms such as extra marital contacts, muscle wasting. What the name of the disease?",AIDS,AIDS,1.0,True,True,True
"I have symptoms such as itching, yellowish skin, weight loss, fatigue, dark urine, vomiting. What the name of the disease?",Jaundice,Jaundice,1.0,True,True,True
"I have symptoms such as chills, shivering, watering from eyes. What the name of the disease?",Allergy,Allergy,1.0,True,True,True
"I have symptoms such as abdominal pain, loss of appetite, nausea, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Chronic cholestasis,Jaundice,0.0,False,False,False
"I have symptoms such as blister, high fever, skin rash, yellow crust ooze. What the name of the disease?",Impetigo,Impetigo,1.0,True,True,True
"I have symptoms such as bloody stool, constipation, irritation in anus, pain during bowel movements, pain in anal region. What the name of the disease?",Dimorphic hemorrhoids(piles),gastroenteritis,0.0,False,False,False
"I have symptoms such as cough, vomiting, ulcers on tongue, chest pain. What the name of the disease?",GERD,Pneumonia,0.0,False,False,False
"I have symptoms such as foul smell of urine, burning micturition, continuous feel of urine. What the name of the disease?",Urinary tract infection,urinary tract infection,1.0000000000000002,True,True,True
"I have symptoms such as yellowish skin, nausea, vomiting, yellowing of eyes, dark urine, abdominal pain, loss of appetite, fatigue. What the name of the disease?",Hepatitis D,Jaundice,0.0,False,False,False
"I have symptoms such as back pain, dizziness, loss of balance, weakness in limbs. What the name of the disease?",Cervical spondylosis,Cervical spondylosis,1.0000000000000002,True,True,True
"What is the disease name based on this description: In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.?",Fungal infection,Fungal infection,1.0000000000000002,True,True,True
"What is the disease name based on this description: Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.?",Hepatitis C,Hepatitis C,1.0,True,True,True
"I have symptoms such as cough, blood in sputum, loss of appetite, malaise, yellowing of eyes, weight loss, swelled lymph nodes, high fever, sweating, mild fever, chest pain, vomiting, breathlessness, phlegm. What the name of the disease?",Tuberculosis,Pneumonia,0.0,False,False,False
"I have symptoms such as anxiety, blurred and distorted vision, drying and tingling lips, excessive hunger, headache, irritability, nausea, palpitations, slurred speech, sweating, vomiting. What the name of the disease?",Hypoglycemia,Hypoglycemia,1.0,True,True,True
"I have symptoms such as chest pain, chills, congestion, continuous sneezing, cough, fatigue, headache, loss of smell, malaise, muscle pain, phlegm, redness of eyes, runny nose, sinus pressure, swelled lymph nodes, throat irritation. What the name of the disease?",Common Cold,Common Cold,1.0000000000000002,True,True,True
"I have symptoms such as blood in sputum, breathlessness, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, swelled lymph nodes, vomiting, weight loss, yellowing of eyes. What the name of the disease?",Tuberculosis,Pneumonia,0.0,False,False,False
"I have symptoms such as hip joint pain, knee pain, painful walking, joint pain. What the name of the disease?",Osteoarthristis,Osteoarthristis,1.0,True,True,True
"I have symptoms such as headache, skin rash, high fever, malaise, fatigue, joint pain, chills, muscle pain, loss of appetite, vomiting, nausea. What the name of the disease?",Dengue,Dengue,1.0,True,True,True
"I have symptoms such as chills, shivering, continuous sneezing. What the name of the disease?",Allergy,Allergy,1.0,True,True,True
"I have symptoms such as abdominal pain, dark urine, fatigue, high fever, itching, vomiting, yellowish skin. What the name of the disease?",Jaundice,Jaundice,1.0,True,True,True
"I have symptoms such as enlarged thyroid, abnormal menstruation, depression, lethargy, puffy face and eyes, irritability, swollen extremeties, fatigue, dizziness, cold hands and feets, brittle nails. What the name of the disease?",Hypothyroidism,Hypothyroidism,1.0,True,True,True
"I have symptoms such as inflammatory nails, joint pain, skin peeling, skin rash, small dents in nails. What the name of the disease?",Psoriasis,Psoriasis,1.0,True,True,True
"I have symptoms such as blister, high fever, red sore around nose, skin rash. What the name of the disease?",Impetigo,Impetigo,1.0,True,True,True
What is the description of the disease Paralysis (brain hemorrhage)?,"Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",Intracerebral hemorrhage,0.19011618383696416,False,False,False
"I have symptoms such as abdominal pain, distention of abdomen, history of alcohol consumption, swelling of stomach, vomiting, yellowish skin. What the name of the disease?",Alcoholic hepatitis,Alcoholic hepatitis,1.0000000000000002,True,True,True
"I have symptoms such as abdominal pain, distention of abdomen, history of alcohol consumption, vomiting, fluid overload, swelling of stomach. What the name of the disease?",Alcoholic hepatitis,Alcoholic Hepatitis,1.0000000000000002,True,True,True
"I have symptoms such as bladder discomfort, continuous feel of urine, foul smell of urine. What the name of the disease?",Urinary tract infection,Urinary tract infection,1.0000000000000002,True,True,True
"I have symptoms such as abdominal pain, fatigue, itching, lethargy, loss of appetite, malaise, receiving blood transfusion, receiving unsterile injections, yellow urine, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis B,Jaundice,0.0,False,False,False
"I have symptoms such as acidity, blurred and distorted vision, depression, excessive hunger, headache, irritability, stiff neck, visual disturbances. What the name of the disease?",Migraine,Migraine,1.0,True,True,True
"What is the disease name based on this description: Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.?",Paralysis (brain hemorrhage),Paralysis,0.4494364165239821,False,False,False
"I have symptoms such as chest pain, headache, lack of concentration, loss of balance. What the name of the disease?",Hypertension,Hypertension,1.0,True,True,True
"I have symptoms such as yellowing of eyes, receiving unsterile injections, yellow urine, dark urine, lethargy, receiving blood transfusion, malaise, loss of appetite, fatigue, yellowish skin. What the name of the disease?",Hepatitis B,Jaundice,0.0,False,False,False
"I have symptoms such as abdominal pain, distention of abdomen, fluid overload, swelling of stomach, vomiting, yellowish skin. What the name of the disease?",Alcoholic hepatitis,Jaundice,0.0,False,False,False
"I have symptoms such as abnormal menstruation, brittle nails, cold hands and feets, depression, dizziness, enlarged thyroid, irritability, lethargy, mood swings, puffy face and eyes, swollen extremeties, weight gain. What the name of the disease?",Hypothyroidism,Hypothyroidism,1.0,True,True,True
"I have symptoms such as altered sensorium, headache, vomiting, weakness of one body side. What the name of the disease?",Paralysis (brain hemorrhage),Hypoglycemia,0.0,False,False,False
"I have symptoms such as chest pain, breathlessness, fatigue, cough, loss of appetite, mild fever, yellowing of eyes, weight loss, blood in sputum, malaise, swelled lymph nodes, phlegm, high fever, sweating. What the name of the disease?",Tuberculosis,Pneumonia,0.0,False,False,False
"I have symptoms such as fatigue, headache, high fever, itching, lethargy, loss of appetite, malaise, mild fever, red spots over body, swelled lymph nodes. What the name of the disease?",Chicken pox,Chicken pox,1.0000000000000002,True,True,True
"I have symptoms such as back pain, chills, fatigue, headache, high fever, joint pain, loss of appetite, muscle pain, nausea, pain behind the eyes, red spots over body, skin rash, vomiting. What the name of the disease?",Dengue,Dengue,1.0,True,True,True
"I have symptoms such as restlessness, fatigue, mood swings, muscle weakness, sweating, diarrhea, irritability, excessive hunger. What the name of the disease?",Hyperthyroidism,Hypoglycemia,0.0,False,False,False
"I have symptoms such as abnormal menstruation, brittle nails, cold hands and feets, depression, dizziness, enlarged thyroid, fatigue, irritability, mood swings, puffy face and eyes, swollen extremeties, weight gain. What the name of the disease?",Hypothyroidism,Hypothyroidism,1.0,True,True,True
"I have symptoms such as dischromic patches, itching, nodal skin eruptions, skin rash. What the name of the disease?",Fungal infection,Psoriasis,0.0,False,False,False
"I have symptoms such as silver like dusting, skin peeling, skin rash, joint pain, inflammatory nails. What the name of the disease?",Psoriasis,Psoriasis,1.0,True,True,True
"I have symptoms such as fatigue, loss of appetite, nausea, abdominal pain, joint pain, yellowing of eyes, yellowish skin, vomiting. What the name of the disease?",Hepatitis D,Jaundice,0.0,False,False,False
"I have symptoms such as loss of balance, back pain, neck pain. What the name of the disease?",Cervical spondylosis,Cervical spondylosis,1.0000000000000002,True,True,True
"I have symptoms such as vomiting, passage of gases, indigestion, abdominal pain, loss of appetite. What the name of the disease?",Peptic ulcer disease,GERD,0.0,False,False,False
"I have symptoms such as fatigue, headache, high fever, itching, lethargy, malaise, mild fever, red spots over body, skin rash, swelled lymph nodes. What the name of the disease?",Chicken pox,Chicken pox,1.0000000000000002,True,True,True
"I have symptoms such as bruising, fatigue, obesity, prominent veins on calf, swollen blood vessels, swollen legs. What the name of the disease?",Varicose veins,Varicose veins,1.0000000000000002,True,True,True
"What is the disease name based on this description: An allergy is an immune system response to a foreign substance that's not typically harmful to your body.They can include certain foods, pollen, or pet dander. Your immune system's job is to keep you healthy by fighting harmful pathogens.?",Allergy,Allergy An allergy,1.0,True,True,True
"I have symptoms such as chills, swelled lymph nodes, phlegm, cough, runny nose, loss of smell, congestion, fatigue, redness of eyes, sinus pressure, malaise, muscle pain, headache, continuous sneezing. What the name of the disease?",Common Cold,Common Cold,1.0000000000000002,True,True,True
"I have symptoms such as headache, nausea, spinning movements, unsteadiness, vomiting. What the name of the disease?",(vertigo) Paroymsal  Positional Vertigo,Migraine,0.0,False,False,False
"I have symptoms such as polyuria, irregular sugar level, restlessness, obesity, increased appetite, lethargy, fatigue, excessive hunger, weight loss. What the name of the disease?",Diabetes,Diabetes,1.0,True,True,True
"I have symptoms such as abdominal pain, dark urine, diarrhea, joint pain, loss of appetite, mild fever, muscle pain, nausea, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",hepatitis A,Jaundice,0.0,False,False,False
"I have symptoms such as yellowish skin, yellowing of eyes, fatigue, nausea, family history. What the name of the disease?",Hepatitis C,Chronic cholestasis,0.0,False,False,False
"I have symptoms such as irritability, abnormal menstruation, fast heart rate, fatigue, sweating, restlessness, weight loss, muscle weakness. What the name of the disease?",Hyperthyroidism,Hyperthyroidism,1.0,True,True,True
"I have symptoms such as swollen extremeties, lethargy, puffy face and eyes, irritability, cold hands and feets, brittle nails, mood swings, weight gain, abnormal menstruation. What the name of the disease?",Hypothyroidism,Hypothyroidism,1.0,True,True,True
"I have symptoms such as irritation in anus, constipation, bloody stool, pain in anal region. What the name of the disease?",Dimorphic hemorrhoids(piles),Dimorphic hemorrhoids(piles),1.0000000000000002,True,True,True
"I have symptoms such as movement stiffness, muscle weakness, painful walking, swelling joints. What the name of the disease?",Arthritis,Arthritis,1.0,True,True,True
"I have symptoms such as skin peeling, skin rash, joint pain, small dents in nails. What the name of the disease?",Psoriasis,Psoriasis,1.0,True,True,True
"I have symptoms such as blurred and distorted vision, excessive hunger, fatigue, increased appetite, irregular sugar level, lethargy, obesity, polyuria, restlessness, weight loss. What the name of the disease?",Diabetes,Diabetes,1.0,True,True,True
"I have symptoms such as joint pain, knee pain, neck pain, painful walking, swelling joints. What the name of the disease?",Osteoarthristis,Arthritis,0.0,False,False,False
"I have symptoms such as blood in sputum, breathlessness, chest pain, chills, cough, fatigue, high fever, loss of appetite, malaise, mild fever, phlegm, sweating, swelled lymph nodes, weight loss, yellowing of eyes. What the name of the disease?",Tuberculosis,Dengue,0.0,False,False,False
"I have symptoms such as high fever, red sore around nose, yellow crust ooze, skin rash. What the name of the disease?",Impetigo,Impetigo,1.0,True,True,True
"I have symptoms such as fluid overload, vomiting, yellowish skin, distention of abdomen. What the name of the disease?",Alcoholic hepatitis,Jaundice,0.0,False,False,False
"I have symptoms such as diarrhea, headache, high fever, muscle pain, nausea, sweating, vomiting. What the name of the disease?",Malaria,Typhoid,0.0,False,False,False
"I have symptoms such as abdominal pain, itching, dark urine, yellow urine, yellowish skin, receiving blood transfusion, fatigue, malaise. What the name of the disease?",Hepatitis B,Jaundice,0.0,False,False,False
"I have symptoms such as belly pain, chills, headache, abdominal pain, high fever, vomiting, toxic look (typhos), fatigue. What the name of the disease?",Typhoid,Typhoid,1.0,True,True,True
"What is the disease name based on this description: Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.?",Peptic ulcer disease,Peptic ulcer disease,1.0000000000000002,True,True,True
"I have symptoms such as chills, diarrhea, high fever, muscle pain, nausea, sweating, vomiting. What the name of the disease?",Malaria,Typhoid,0.0,False,False,False
"I have symptoms such as acidity, stiff neck, depression, irritability, indigestion, excessive hunger, blurred and distorted vision, visual disturbances, headache. What the name of the disease?",Migraine,Migraine,1.0,True,True,True
"I have symptoms such as bruising, swollen legs, obesity, swollen blood vessels, prominent veins on calf, cramps. What the name of the disease?",Varicose veins,Varicose veins,1.0000000000000002,True,True,True
"What is the disease name based on this description: An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.?",Typhoid,Typhoid,1.0,True,True,True
"I have symptoms such as abdominal pain, acute liver failure, coma, dark urine, fatigue, high fever, joint pain, loss of appetite, nausea, stomach bleeding, vomiting, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis E,Hepatitis E,1.0,True,True,True
What is the disease name based on this description: An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.?,Drug Reaction,Drug Reaction,1.0000000000000002,True,True,True
"What is the disease name based on this description: Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.?",Tuberculosis,Tuberculosis,1.0,True,True,True
"I have symptoms such as abdominal pain, dark urine, fatigue, itching, lethargy, malaise, receiving blood transfusion, receiving unsterile injections, yellow urine, yellowing of eyes, yellowish skin. What the name of the disease?",Hepatitis B,Jaundice,0.0,False,False,False
