Question,qtype
"With symptoms like mild_fever, acidity, pain_in_anal_region, skin_peeling, family_history, nodal_skin_eruptions, painful_walking, irregular_sugar_level, loss_of_smell, fast_heart_rate, pain_behind_the_eyes, history_of_alcohol_consumption, patches_in_throat, swollen_extremeties, runny_nose, back_pain, phlegm, what could be the illness?",symptoms
"What disease causes mild_fever, acidity, pain_in_anal_region, skin_peeling, family_history, nodal_skin_eruptions, painful_walking, irregular_sugar_level, loss_of_smell, fast_heart_rate, pain_behind_the_eyes, history_of_alcohol_consumption, patches_in_throat, swollen_extremeties, runny_nose, back_pain, phlegm?",symptoms
"Which condition includes mild_fever, acidity, pain_in_anal_region, skin_peeling, family_history, nodal_skin_eruptions, painful_walking, irregular_sugar_level, loss_of_smell, fast_heart_rate, pain_behind_the_eyes, history_of_alcohol_consumption, patches_in_throat, swollen_extremeties, runny_nose, back_pain, phlegm as symptoms?",symptoms
"I suffer from mild_fever, acidity, pain_in_anal_region, skin_peeling, family_history, nodal_skin_eruptions, painful_walking, irregular_sugar_level, loss_of_smell, fast_heart_rate, pain_behind_the_eyes, history_of_alcohol_consumption, patches_in_throat, swollen_extremeties, runny_nose, back_pain, phlegm, what could be wrong?",symptoms
"Having mild_fever, acidity, pain_in_anal_region, skin_peeling, family_history, nodal_skin_eruptions, painful_walking, irregular_sugar_level, loss_of_smell, fast_heart_rate, pain_behind_the_eyes, history_of_alcohol_consumption, patches_in_throat, swollen_extremeties, runny_nose, back_pain, phlegm, could you tell me the disease?",symptoms
"If I'm experiencing mild_fever, acidity, pain_in_anal_region, skin_peeling, family_history, nodal_skin_eruptions, painful_walking, irregular_sugar_level, loss_of_smell, fast_heart_rate, pain_behind_the_eyes, history_of_alcohol_consumption, patches_in_throat, swollen_extremeties, runny_nose, back_pain, phlegm, what is the diagnosis?",symptoms
"My symptoms are mild_fever, acidity, pain_in_anal_region, skin_peeling, family_history, nodal_skin_eruptions, painful_walking, irregular_sugar_level, loss_of_smell, fast_heart_rate, pain_behind_the_eyes, history_of_alcohol_consumption, patches_in_throat, swollen_extremeties, runny_nose, back_pain, phlegm, what disease do I have?",symptoms
"What illness matches these symptoms: mild_fever, acidity, pain_in_anal_region, skin_peeling, family_history, nodal_skin_eruptions, painful_walking, irregular_sugar_level, loss_of_smell, fast_heart_rate, pain_behind_the_eyes, history_of_alcohol_consumption, patches_in_throat, swollen_extremeties, runny_nose, back_pain, phlegm?",symptoms
"Could mild_fever, acidity, pain_in_anal_region, skin_peeling, family_history, nodal_skin_eruptions, painful_walking, irregular_sugar_level, loss_of_smell, fast_heart_rate, pain_behind_the_eyes, history_of_alcohol_consumption, patches_in_throat, swollen_extremeties, runny_nose, back_pain, phlegm be signs of a specific disease?",symptoms
"What might be the condition if I have mild_fever, acidity, pain_in_anal_region, skin_peeling, family_history, nodal_skin_eruptions, painful_walking, irregular_sugar_level, loss_of_smell, fast_heart_rate, pain_behind_the_eyes, history_of_alcohol_consumption, patches_in_throat, swollen_extremeties, runny_nose, back_pain, phlegm?",symptoms
"Please identify the disease with these symptoms: mild_fever, acidity, pain_in_anal_region, skin_peeling, family_history, nodal_skin_eruptions, painful_walking, irregular_sugar_level, loss_of_smell, fast_heart_rate, pain_behind_the_eyes, history_of_alcohol_consumption, patches_in_throat, swollen_extremeties, runny_nose, back_pain, phlegm",symptoms
"I have high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration, what is the name of this disease?",symptoms
"I feel high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration, what disease is this?",symptoms
"Experiencing high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration, what might this indicate?",symptoms
"With symptoms like high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration, what could be the illness?",symptoms
"What disease causes high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration?",symptoms
"Which condition includes high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration as symptoms?",symptoms
"I suffer from high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration, what could be wrong?",symptoms
"Having high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration, could you tell me the disease?",symptoms
"If I'm experiencing high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration, what is the diagnosis?",symptoms
"My symptoms are high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration, what disease do I have?",symptoms
"What illness matches these symptoms: high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration?",symptoms
"Could high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration be signs of a specific disease?",symptoms
"What might be the condition if I have high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration?",symptoms
"Please identify the disease with these symptoms: high_fever, polyuria, chest_pain, mood_swings, slurred_speech, skin_peeling, dehydration, skin_rash, blister, yellow_urine, lack_of_concentration",symptoms
"I have back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload, what is the name of this disease?",symptoms
"I feel back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload, what disease is this?",symptoms
"Experiencing back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload, what might this indicate?",symptoms
"With symptoms like back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload, what could be the illness?",symptoms
"What disease causes back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload?",symptoms
"Which condition includes back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload as symptoms?",symptoms
"I suffer from back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload, what could be wrong?",symptoms
"Having back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload, could you tell me the disease?",symptoms
"If I'm experiencing back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload, what is the diagnosis?",symptoms
"My symptoms are back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload, what disease do I have?",symptoms
"What illness matches these symptoms: back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload?",symptoms
"Could back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload be signs of a specific disease?",symptoms
"What might be the condition if I have back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload?",symptoms
"Please identify the disease with these symptoms: back_pain, bruising, irritation_in_anus, extra_marital_contacts, skin_peeling, brittle_nails, yellowish_skin, prominent_veins_on_calf, irregular_sugar_level, muscle_pain, itching, fluid_overload",symptoms
"I have pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness, what is the name of this disease?",symptoms
"I feel pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness, what disease is this?",symptoms
"Experiencing pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness, what might this indicate?",symptoms
"With symptoms like pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness, what could be the illness?",symptoms
"What disease causes pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness?",symptoms
"Which condition includes pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness as symptoms?",symptoms
"I suffer from pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness, what could be wrong?",symptoms
"Having pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness, could you tell me the disease?",symptoms
"If I'm experiencing pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness, what is the diagnosis?",symptoms
"My symptoms are pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness, what disease do I have?",symptoms
"What illness matches these symptoms: pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness?",symptoms
"Could pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness be signs of a specific disease?",symptoms
"What might be the condition if I have pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness?",symptoms
"Please identify the disease with these symptoms: pain_in_anal_region, restlessness, high_fever, family_history, lack_of_concentration, sunken_eyes, muscle_weakness",symptoms
"I have painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite, what is the name of this disease?",symptoms
"I feel painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite, what disease is this?",symptoms
"Experiencing painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite, what might this indicate?",symptoms
"With symptoms like painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite, what could be the illness?",symptoms
"What disease causes painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite?",symptoms
"Which condition includes painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite as symptoms?",symptoms
"I suffer from painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite, what could be wrong?",symptoms
"Having painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite, could you tell me the disease?",symptoms
"If I'm experiencing painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite, what is the diagnosis?",symptoms
"My symptoms are painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite, what disease do I have?",symptoms
"What illness matches these symptoms: painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite?",symptoms
"Could painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite be signs of a specific disease?",symptoms
"What might be the condition if I have painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite?",symptoms
"Please identify the disease with these symptoms: painful_walking, slurred_speech, joint_pain, weakness_of_one_body_side, fast_heart_rate, cramps, loss_of_appetite",symptoms
"I have palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite, what is the name of this disease?",symptoms
"I feel palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite, what disease is this?",symptoms
"Experiencing palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite, what might this indicate?",symptoms
"With symptoms like palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite, what could be the illness?",symptoms
"What disease causes palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite?",symptoms
"Which condition includes palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite as symptoms?",symptoms
"I suffer from palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite, what could be wrong?",symptoms
"Having palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite, could you tell me the disease?",symptoms
"If I'm experiencing palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite, what is the diagnosis?",symptoms
"My symptoms are palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite, what disease do I have?",symptoms
"What illness matches these symptoms: palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite?",symptoms
"Could palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite be signs of a specific disease?",symptoms
"What might be the condition if I have palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite?",symptoms
"Please identify the disease with these symptoms: palpitations, high_fever, obesity, pus_filled_pimples, ulcers_on_tongue, loss_of_appetite",symptoms
"I have small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain, what is the name of this disease?",symptoms
"I feel small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain, what disease is this?",symptoms
"Experiencing small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain, what might this indicate?",symptoms
"With symptoms like small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain, what could be the illness?",symptoms
"What disease causes small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain?",symptoms
"Which condition includes small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain as symptoms?",symptoms
"I suffer from small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain, what could be wrong?",symptoms
"Having small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain, could you tell me the disease?",symptoms
"If I'm experiencing small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain, what is the diagnosis?",symptoms
"My symptoms are small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain, what disease do I have?",symptoms
"What illness matches these symptoms: small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain?",symptoms
"Could small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain be signs of a specific disease?",symptoms
"What might be the condition if I have small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain?",symptoms
"Please identify the disease with these symptoms: small_dents_in_nails, unsteadiness, swollen_blood_vessels, ulcers_on_tongue, painful_walking, constipation, knee_pain",symptoms
"I have dischromic _patches, blackheads, what is the name of this disease?",symptoms
"I feel dischromic _patches, blackheads, what disease is this?",symptoms
"Experiencing dischromic _patches, blackheads, what might this indicate?",symptoms
"With symptoms like dischromic _patches, blackheads, what could be the illness?",symptoms
"What disease causes dischromic _patches, blackheads?",symptoms
"Which condition includes dischromic _patches, blackheads as symptoms?",symptoms
"I suffer from dischromic _patches, blackheads, what could be wrong?",symptoms
"Having dischromic _patches, blackheads, could you tell me the disease?",symptoms
"If I'm experiencing dischromic _patches, blackheads, what is the diagnosis?",symptoms
"My symptoms are dischromic _patches, blackheads, what disease do I have?",symptoms
"What illness matches these symptoms: dischromic _patches, blackheads?",symptoms
"Could dischromic _patches, blackheads be signs of a specific disease?",symptoms
"What might be the condition if I have dischromic _patches, blackheads?",symptoms
"Please identify the disease with these symptoms: dischromic _patches, blackheads",symptoms
"I have swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering, what is the name of this disease?",symptoms
"I feel swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering, what disease is this?",symptoms
"Experiencing swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering, what might this indicate?",symptoms
"With symptoms like swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering, what could be the illness?",symptoms
"What disease causes swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering?",symptoms
"Which condition includes swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering as symptoms?",symptoms
"I suffer from swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering, what could be wrong?",symptoms
"Having swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering, could you tell me the disease?",symptoms
"If I'm experiencing swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering, what is the diagnosis?",symptoms
"My symptoms are swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering, what disease do I have?",symptoms
"What illness matches these symptoms: swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering?",symptoms
"Could swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering be signs of a specific disease?",symptoms
"What might be the condition if I have swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering?",symptoms
"Please identify the disease with these symptoms: swelling_joints, continuous_feel_of_urine, pain_in_anal_region, bruising, distention_of_abdomen, blister, abnormal_menstruation, ulcers_on_tongue, extra_marital_contacts, stomach_bleeding, burning_micturition, pain_during_bowel_movements, foul_smell_of urine, continuous_sneezing, cough, shivering",symptoms
"I have acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen, what is the name of this disease?",symptoms
"I feel acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen, what disease is this?",symptoms
"Experiencing acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen, what might this indicate?",symptoms
"With symptoms like acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen, what could be the illness?",symptoms
"What disease causes acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen?",symptoms
"Which condition includes acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen as symptoms?",symptoms
"I suffer from acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen, what could be wrong?",symptoms
"Having acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen, could you tell me the disease?",symptoms
"If I'm experiencing acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen, what is the diagnosis?",symptoms
"My symptoms are acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen, what disease do I have?",symptoms
"What illness matches these symptoms: acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen?",symptoms
"Could acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen be signs of a specific disease?",symptoms
"What might be the condition if I have acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen?",symptoms
"Please identify the disease with these symptoms: acute_liver_failure, swollen_extremeties, throat_irritation, irregular_sugar_level, burning_micturition, itching, spotting_ urination, bloody_stool, distention_of_abdomen",symptoms
"I have pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes, what is the name of this disease?",symptoms
"I feel pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes, what disease is this?",symptoms
"Experiencing pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes, what might this indicate?",symptoms
"With symptoms like pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes, what could be the illness?",symptoms
"What disease causes pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes?",symptoms
"Which condition includes pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes as symptoms?",symptoms
"I suffer from pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes, what could be wrong?",symptoms
"Having pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes, could you tell me the disease?",symptoms
"If I'm experiencing pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes, what is the diagnosis?",symptoms
"My symptoms are pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes, what disease do I have?",symptoms
"What illness matches these symptoms: pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes?",symptoms
"Could pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes be signs of a specific disease?",symptoms
"What might be the condition if I have pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes?",symptoms
"Please identify the disease with these symptoms: pain_during_bowel_movements, constipation, enlarged_thyroid, cramps, bladder_discomfort, toxic_look_(typhos), yellow_urine, receiving_unsterile_injections, pus_filled_pimples, mucoid_sputum, stiff_neck, stomach_pain, swelling_joints, neck_pain, watering_from_eyes",symptoms
